image,path,label,calf,station,before,from,conf,box_center_x,box_center_y,box_width,box_height,bilabel,x_min,x_max,y_min,y_max
image_1170_12_6791_2_2022-02-21 21:42:15_Diarrhé.png,/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé/image_1170_12_6791_2_2022-02-21 21:42:15_Diarrhé.png,Diarrhé,6791,2,2022-02-21 21:42:15,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch2_main_20220221210001_20220221220000.mp4,0.8164648,1509.6427,595.6073,298.58447,494.4353,Illness,1360.350465,1658.9349350000002,348.38965,842.82495
"image_13_13_6370_10_2022-02-18 18:57:09_Diarrhé, Pneumonie.png","/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé, Pneumonie/image_13_13_6370_10_2022-02-18 18:57:09_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6370,10,2022-02-18 18:57:09,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch10_main_20220218180009_20220218190009.mp4,0.90108687,1793.6033,965.5747,415.6338,526.93726,Illness,1585.7864,2001.4202,702.10607,1229.04333
image_1825_8_6787_2_2022-03-02 06:40:43_Diarrhé.png,/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé/image_1825_8_6787_2_2022-03-02 06:40:43_Diarrhé.png,Diarrhé,6787,2,2022-03-02 06:40:43,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220302060000_20220302070001.mp4,0.9112466,1477.8799,692.22015,427.56213,719.8783,Illness,1264.0988349999998,1691.660965,332.281,1052.1593
"image_1900_8_6405_1_2022-03-02 07:27:34_Diarrhé, Pneumonie.png","/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé, Pneumonie/image_1900_8_6405_1_2022-03-02 07:27:34_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6405,1,2022-03-02 07:27:34,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch1_main_20220302070000_20220302080000.mp4,0.8177437,1373.5635,993.447,403.646,521.4917,Illness,1171.7404999999999,1575.3865,732.70115,1254.19285
image_2800_12_6370_10_2022-03-07 20:23:41_Healthy.png,/data/data_calves/konrad/mixed_10s_b0s/images/Healthy/image_2800_12_6370_10_2022-03-07 20:23:41_Healthy.png,Healthy,6370,10,2022-03-07 20:23:41,/data/public/heureux_2022-02-16_2022-04-16/2022-03-06-2022-03-11/N862A6_ch10_main_20220307200009_20220307210009.mp4,0.8973419,1268.4307,899.28845,478.1626,388.22748,Healthy,1029.3493999999998,1507.512,705.17471,1093.40219
image_2570_16_6403_2_2022-02-26 12:40:24_Diarrhé.png,/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé/image_2570_16_6403_2_2022-02-26 12:40:24_Diarrhé.png,Diarrhé,6403,2,2022-02-26 12:40:24,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220226114106_20220226130001.mp4,0.94733405,1494.1855,866.0363,501.62292,673.9625,Illness,1243.3740400000002,1744.99696,529.0550499999999,1203.01755
image_2674_8_6829_9_2022-03-10 21:43:41_Healthy.png,/data/data_calves/konrad/mixed_10s_b0s/images/Healthy/image_2674_8_6829_9_2022-03-10 21:43:41_Healthy.png,Healthy,6829,9,2022-03-10 21:43:41,/data/public/heureux_2022-02-16_2022-04-16/2022-03-06-2022-03-11/N862A6_ch9_main_20220310210008_20220310220000.mp4,0.8203393,1044.9763,1107.7916,259.91522,302.80536,Healthy,915.0186900000001,1174.93391,956.38892,1259.19428
image_2370_8_6774_2_2022-02-27 19:05:35_Pneumonie.png,/data/data_calves/konrad/mixed_10s_b0s/images/Pneumonie/image_2370_8_6774_2_2022-02-27 19:05:35_Pneumonie.png,Pneumonie,6774,2,2022-02-27 19:05:35,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220227190001_20220227200001.mp4,0.89314073,1253.2085,921.0303,426.8341,585.2175,Illness,1039.79145,1466.62555,628.42155,1213.63905
image_1995_9_6410_1_2022-03-01 11:58:32_Diarrhé.png,/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé/image_1995_9_6410_1_2022-03-01 11:58:32_Diarrhé.png,Diarrhé,6410,1,2022-03-01 11:58:32,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch1_main_20220301114107_20220301130000.mp4,0.8073159,1357.2742,1051.3156,340.33533,390.04224,Illness,1187.1065350000001,1527.441865,856.2944799999999,1246.3367199999998
image_2083_8_6407_1_2022-03-01 17:39:09_Pneumonie.png,/data/data_calves/konrad/mixed_10s_b0s/images/Pneumonie/image_2083_8_6407_1_2022-03-01 17:39:09_Pneumonie.png,Pneumonie,6407,1,2022-03-01 17:39:09,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch1_main_20220301170000_20220301180000.mp4,0.8936673,1320.728,933.9857,323.22302,521.7055,Illness,1159.11649,1482.33951,673.1329499999999,1194.83845
"image_3223_18_6746_10_2022-03-12 15:28:01_Diarrhé, Pneumonie.png","/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé, Pneumonie/image_3223_18_6746_10_2022-03-12 15:28:01_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6746,10,2022-03-12 15:28:01,/data/public/heureux_2022-02-16_2022-04-16/2022-03-12-2022-03-17/N862A6_ch10_main_20220312150009_20220312160009.mp4,0.8768797,1047.8423,950.1476,380.22845,579.63007,Illness,857.728075,1237.956525,660.3325649999999,1239.962635
"image_606_1_6800_1_2022-02-25 15:02:34_Diarrhé, Pneumonie.png","/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé, Pneumonie/image_606_1_6800_1_2022-02-25 15:02:34_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6800,1,2022-02-25 15:02:34,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch1_main_20220225150000_20220225160000.mp4,0.9482623,1278.4553,1045.9832,382.6195,413.83826,Illness,1087.1455500000002,1469.76505,839.0640699999999,1252.90233
image_1731_7_6780_2_2022-03-03 08:26:33_Pneumonie.png,/data/data_calves/konrad/mixed_10s_b0s/images/Pneumonie/image_1731_7_6780_2_2022-03-03 08:26:33_Pneumonie.png,Pneumonie,6780,2,2022-03-03 08:26:33,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220303080001_20220303090001.mp4,0.8778222,1444.429,711.5475,472.46655,618.3102,Illness,1208.195725,1680.6622750000001,402.3924,1020.7026000000001
image_3818_11_6838_9_2022-03-28 20:04:19_Diarrhé.png,/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé/image_3818_11_6838_9_2022-03-28 20:04:19_Diarrhé.png,Diarrhé,6838,9,2022-03-28 20:04:19,/data/public/heureux_2022-02-16_2022-04-16/2022-03-24-2022-03-29/N862A6_ch9_main_20220328200008_20220328210008.mp4,0.8566565,1161.9087,1057.477,381.03088,463.54633,Illness,971.3932599999999,1352.42414,825.703835,1289.2501650000002
image_186_17_6771_2_2022-02-17 21:36:18_Healthy.png,/data/data_calves/konrad/mixed_10s_b0s/images/Healthy/image_186_17_6771_2_2022-02-17 21:36:18_Healthy.png,Healthy,6771,2,2022-02-17 21:36:18,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch2_main_20220217210001_20220217220000.mp4,0.9786578,1474.6841,761.0034,513.18005,539.67694,Healthy,1218.094075,1731.274125,491.1649300000001,1030.84187
image_2800_13_6370_10_2022-03-07 20:23:41_Healthy.png,/data/data_calves/konrad/mixed_10s_b0s/images/Healthy/image_2800_13_6370_10_2022-03-07 20:23:41_Healthy.png,Healthy,6370,10,2022-03-07 20:23:41,/data/public/heureux_2022-02-16_2022-04-16/2022-03-06-2022-03-11/N862A6_ch10_main_20220307200009_20220307210009.mp4,0.98333436,1256.7277,975.242,485.0896,437.2572,Healthy,1014.1828999999999,1499.2725,756.6134,1193.8706
image_1903_15_6393_10_2022-03-02 20:09:42_Healthy.png,/data/data_calves/konrad/mixed_10s_b0s/images/Healthy/image_1903_15_6393_10_2022-03-02 20:09:42_Healthy.png,Healthy,6393,10,2022-03-02 20:09:42,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch10_main_20220302200009_20220302210009.mp4,0.9569529,1303.8289,967.9607,350.50208,522.6267,Healthy,1128.5778599999999,1479.07994,706.64735,1229.27405
"image_1860_17_6794_2_2022-03-02 20:40:42_Diarrhé, Pneumonie.png","/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé, Pneumonie/image_1860_17_6794_2_2022-03-02 20:40:42_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6794,2,2022-03-02 20:40:42,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220302200001_20220302210001.mp4,0.83922225,1435.2373,647.7661,445.3075,579.3092,Illness,1212.58355,1657.89105,358.11150000000004,937.4207000000001
image_3541_11_6829_9_2022-03-21 14:34:24_Diarrhé.png,/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé/image_3541_11_6829_9_2022-03-21 14:34:24_Diarrhé.png,Diarrhé,6829,9,2022-03-21 14:34:24,/data/public/heureux_2022-02-16_2022-04-16/2022-03-18-2022-03-23/N862A6_ch9_main_20220321140008_20220321150008.mp4,0.8723373,1041.5049,937.49414,488.5877,637.346,Illness,797.2110499999999,1285.79875,618.82114,1256.16714
"image_586_2_6778_2_2022-02-25 13:48:03_Diarrhé, Pneumonie.png","/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé, Pneumonie/image_586_2_6778_2_2022-02-25 13:48:03_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6778,2,2022-02-25 13:48:03,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220225130001_20220225140001.mp4,0.89393306,1166.5697,548.6905,383.38354,508.24207,Illness,974.87793,1358.26147,294.56946500000004,802.811535
image_4312_15_6864_10_2022-04-15 17:24:14_Healthy.png,/data/data_calves/konrad/mixed_10s_b0s/images/Healthy/image_4312_15_6864_10_2022-04-15 17:24:14_Healthy.png,Healthy,6864,10,2022-04-15 17:24:14,/data/public/heureux_2022-02-16_2022-04-16/2022-04-11-2022-04-16/N862A6_ch10_main_20220415170009_20220415180009.mp4,0.85728306,1481.6451,1034.2754,281.52856,440.44232,Healthy,1340.8808199999999,1622.40938,814.0542399999999,1254.49656
"image_2485_17_6724_10_2022-02-26 07:21:40_Diarrhé, Pneumonie.png","/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé, Pneumonie/image_2485_17_6724_10_2022-02-26 07:21:40_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6724,10,2022-02-26 07:21:40,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch10_main_20220226070009_20220226080009.mp4,0.91886467,278.44263,1005.16205,412.2976,355.04822,Illness,72.29383000000001,484.59143,827.6379400000001,1182.68616
image_1236_7_6773_2_2022-02-21 18:22:45_Diarrhé.png,/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé/image_1236_7_6773_2_2022-02-21 18:22:45_Diarrhé.png,Diarrhé,6773,2,2022-02-21 18:22:45,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch2_main_20220221180001_20220221190001.mp4,0.95131737,1568.8999,710.3812,433.63623,700.92993,Illness,1352.0817849999999,1785.718015,359.91623500000003,1060.846165
image_85_9_6404_1_2022-02-18 09:26:23_Healthy.png,/data/data_calves/konrad/mixed_10s_b0s/images/Healthy/image_85_9_6404_1_2022-02-18 09:26:23_Healthy.png,Healthy,6404,1,2022-02-18 09:26:23,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch1_main_20220218090000_20220218100000.mp4,0.872011,1237.3915,921.60834,462.30426,542.651,Healthy,1006.23937,1468.54363,650.2828400000001,1192.93384
image_2740_5_6426_9_2022-03-09 20:19:58_Diarrhé.png,/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé/image_2740_5_6426_9_2022-03-09 20:19:58_Diarrhé.png,Diarrhé,6426,9,2022-03-09 20:19:58,/data/public/heureux_2022-02-16_2022-04-16/2022-03-06-2022-03-11/N862A6_ch9_main_20220309200008_20220309210008.mp4,0.8596127,953.0803,875.43933,203.91608,270.0089,Illness,851.12226,1055.03834,740.43488,1010.4437800000001
image_3678_2_6432_9_2022-04-01 15:26:05_Healthy.png,/data/data_calves/konrad/mixed_10s_b0s/images/Healthy/image_3678_2_6432_9_2022-04-01 15:26:05_Healthy.png,Healthy,6432,9,2022-04-01 15:26:05,/data/public/heureux_2022-02-16_2022-04-16/2022-03-30-2022-04-04/N862A6_ch9_main_20220401150008_20220401160008.mp4,0.85090244,1159.3372,949.3621,563.18866,524.1395,Healthy,877.7428699999999,1440.9315299999998,687.29235,1211.43185
image_321_14_6388_10_2022-02-17 08:45:35_Diarrhé.png,/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé/image_321_14_6388_10_2022-02-17 08:45:35_Diarrhé.png,Diarrhé,6388,10,2022-02-17 08:45:35,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch10_main_20220217080009_20220217090009.mp4,0.90318036,1761.6792,819.1188,368.4453,293.2752,Illness,1577.45655,1945.90185,672.4812,965.7564
image_2423_10_6778_2_2022-02-26 21:36:54_Diarrhé.png,/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé/image_2423_10_6778_2_2022-02-26 21:36:54_Diarrhé.png,Diarrhé,6778,2,2022-02-26 21:36:54,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220226210001_20220226220000.mp4,0.8440195,1446.1819,735.71826,403.63367,422.71637,Illness,1244.365065,1647.9987350000001,524.360075,947.0764449999999
image_2082_13_6809_1_2022-03-01 08:29:14_Pneumonie.png,/data/data_calves/konrad/mixed_10s_b0s/images/Pneumonie/image_2082_13_6809_1_2022-03-01 08:29:14_Pneumonie.png,Pneumonie,6809,1,2022-03-01 08:29:14,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch1_main_20220301080000_20220301090000.mp4,0.8117535,1524.5964,974.0521,255.35083,396.03644,Illness,1396.920985,1652.2718149999998,776.03388,1172.07032
"image_289_16_6791_2_2022-02-17 14:31:47_Diarrhé, Pneumonie.png","/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé, Pneumonie/image_289_16_6791_2_2022-02-17 14:31:47_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6791,2,2022-02-17 14:31:47,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch2_main_20220217140001_20220217150001.mp4,0.8588245,1446.5559,1007.47095,430.13977,466.46234,Illness,1231.486015,1661.6257850000002,774.23978,1240.70212
"image_63_7_6780_2_2022-02-18 07:17:51_Diarrhé, Pneumonie.png","/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé, Pneumonie/image_63_7_6780_2_2022-02-18 07:17:51_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6780,2,2022-02-18 07:17:51,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch2_main_20220218070001_20220218080001.mp4,0.8114641,1394.1803,736.53033,344.20532,576.265,Illness,1222.07764,1566.28296,448.39783000000006,1024.66283
image_603_10_6764_10_2022-02-25 21:49:04_Pneumonie.png,/data/data_calves/konrad/mixed_10s_b0s/images/Pneumonie/image_603_10_6764_10_2022-02-25 21:49:04_Pneumonie.png,Pneumonie,6764,10,2022-02-25 21:49:04,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch10_main_20220225210009_20220225220000.mp4,0.813465,1398.9885,899.0768,466.8805,603.7673,Illness,1165.5482499999998,1632.42875,597.1931500000001,1200.96045
image_1485_15_6794_2_2022-02-19 20:22:59_Pneumonie.png,/data/data_calves/konrad/mixed_10s_b0s/images/Pneumonie/image_1485_15_6794_2_2022-02-19 20:22:59_Pneumonie.png,Pneumonie,6794,2,2022-02-19 20:22:59,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch2_main_20220219200001_20220219210001.mp4,0.88876384,1496.2124,700.85315,336.35156,602.3973,Illness,1328.0366199999999,1664.38818,399.65450000000004,1002.0518
image_1367_5_6787_2_2022-02-20 06:09:47_Pneumonie.png,/data/data_calves/konrad/mixed_10s_b0s/images/Pneumonie/image_1367_5_6787_2_2022-02-20 06:09:47_Pneumonie.png,Pneumonie,6787,2,2022-02-20 06:09:47,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch2_main_20220220060000_20220220070001.mp4,0.88459104,1552.509,741.13403,484.04187,595.09283,Illness,1310.488065,1794.529935,443.587615,1038.680445
image_2740_6_6426_9_2022-03-09 20:19:58_Diarrhé.png,/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé/image_2740_6_6426_9_2022-03-09 20:19:58_Diarrhé.png,Diarrhé,6426,9,2022-03-09 20:19:58,/data/public/heureux_2022-02-16_2022-04-16/2022-03-06-2022-03-11/N862A6_ch9_main_20220309200008_20220309210008.mp4,0.80555606,975.17944,947.6218,292.74738,250.59454,Illness,828.80575,1121.55313,822.32453,1072.91907
"image_1948_6_6404_1_2022-03-01 19:01:34_Diarrhé, Pneumonie.png","/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé, Pneumonie/image_1948_6_6404_1_2022-03-01 19:01:34_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6404,1,2022-03-01 19:01:34,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch1_main_20220301190000_20220301200000.mp4,0.9340441,1333.0015,997.8645,377.58813,571.94037,Illness,1144.207435,1521.7955650000001,711.894315,1283.834685
image_266_3_6403_2_2022-02-17 10:09:00_Healthy.png,/data/data_calves/konrad/mixed_10s_b0s/images/Healthy/image_266_3_6403_2_2022-02-17 10:09:00_Healthy.png,Healthy,6403,2,2022-02-17 10:09:00,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch2_main_20220217100001_20220217110001.mp4,0.90241003,1436.7827,750.5995,396.96802,427.16125,Healthy,1238.29869,1635.2667099999999,537.018875,964.1801250000001
image_2780_0_6827_9_2022-03-08 08:48:06_Healthy.png,/data/data_calves/konrad/mixed_10s_b0s/images/Healthy/image_2780_0_6827_9_2022-03-08 08:48:06_Healthy.png,Healthy,6827,9,2022-03-08 08:48:06,/data/public/heureux_2022-02-16_2022-04-16/2022-03-06-2022-03-11/N862A6_ch9_main_20220308080008_20220308090008.mp4,0.8028657,923.70386,1105.6813,247.29297,347.7729,Healthy,800.057375,1047.350345,931.79485,1279.56775
image_1589_2_6726_10_2022-02-19 20:42:58_Healthy.png,/data/data_calves/konrad/mixed_10s_b0s/images/Healthy/image_1589_2_6726_10_2022-02-19 20:42:58_Healthy.png,Healthy,6726,10,2022-02-19 20:42:58,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch10_main_20220219200009_20220219210009.mp4,0.8297691,1684.1206,830.22064,289.8589,325.06763,Healthy,1539.1911499999999,1829.05005,667.686825,992.754455
image_1585_14_6391_2_2022-02-19 12:40:41_Healthy.png,/data/data_calves/konrad/mixed_10s_b0s/images/Healthy/image_1585_14_6391_2_2022-02-19 12:40:41_Healthy.png,Healthy,6391,2,2022-02-19 12:40:41,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch2_main_20220219114059_20220219130001.mp4,0.8640107,1432.0995,838.6989,386.11523,594.6803,Healthy,1239.041885,1625.157115,541.35875,1136.0390499999999
image_3565_18_6841_9_2022-04-01 20:13:34_Pneumonie.png,/data/data_calves/konrad/mixed_10s_b0s/images/Pneumonie/image_3565_18_6841_9_2022-04-01 20:13:34_Pneumonie.png,Pneumonie,6841,9,2022-04-01 20:13:34,/data/public/heureux_2022-02-16_2022-04-16/2022-03-30-2022-04-04/N862A6_ch9_main_20220401200008_20220401210008.mp4,0.96835995,1070.1062,986.27686,389.1676,370.89166,Illness,875.5224,1264.69,800.83103,1171.72269
"image_2695_0_6385_10_2022-03-10 15:50:41_Diarrhé, Pneumonie.png","/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé, Pneumonie/image_2695_0_6385_10_2022-03-10 15:50:41_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6385,10,2022-03-10 15:50:41,/data/public/heureux_2022-02-16_2022-04-16/2022-03-06-2022-03-11/N862A6_ch10_main_20220310150009_20220310160009.mp4,0.80200636,1314.633,894.588,343.0072,324.89093,Illness,1143.1294,1486.1366,732.142535,1057.033465
"image_1329_14_6778_2_2022-02-21 08:40:52_Diarrhé, Pneumonie.png","/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé, Pneumonie/image_1329_14_6778_2_2022-02-21 08:40:52_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6778,2,2022-02-21 08:40:52,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch2_main_20220221080001_20220221090001.mp4,0.81190914,1503.9629,1003.08734,417.38074,569.2562,Illness,1295.27253,1712.65327,718.45924,1287.71544
image_844_5_6410_1_2022-02-24 08:36:44_Healthy.png,/data/data_calves/konrad/mixed_10s_b0s/images/Healthy/image_844_5_6410_1_2022-02-24 08:36:44_Healthy.png,Healthy,6410,1,2022-02-24 08:36:44,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch1_main_20220224080000_20220224090000.mp4,0.85070986,663.8821,974.2665,518.5774,434.55963,Healthy,404.59340000000003,923.1708000000001,756.986685,1191.546315
image_1245_13_6780_2_2022-02-21 21:08:26_Diarrhé.png,/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé/image_1245_13_6780_2_2022-02-21 21:08:26_Diarrhé.png,Diarrhé,6780,2,2022-02-21 21:08:26,/data/public/heureux_2022-02-16_2022-04-16/2022-02-16-2022-02-21/N862A6_ch2_main_20220221210001_20220221220000.mp4,0.8265022,1498.7958,741.3002,485.11865,662.2683,Illness,1256.2364750000002,1741.355125,410.16605000000004,1072.43435
image_537_9_6783_2_2022-02-25 21:51:01_Diarrhé.png,/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé/image_537_9_6783_2_2022-02-25 21:51:01_Diarrhé.png,Diarrhé,6783,2,2022-02-25 21:51:01,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220225210001_20220225220000.mp4,0.8622612,1388.214,709.6101,325.6787,504.34802,Illness,1225.37465,1551.05335,457.43609,961.78411
image_710_16_6370_10_2022-02-24 21:12:37_Pneumonie.png,/data/data_calves/konrad/mixed_10s_b0s/images/Pneumonie/image_710_16_6370_10_2022-02-24 21:12:37_Pneumonie.png,Pneumonie,6370,10,2022-02-24 21:12:37,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch10_main_20220224210009_20220224220000.mp4,0.80290365,1823.6973,967.4507,365.76123,541.10065,Illness,1640.816685,2006.577915,696.9003749999999,1238.001025
image_837_10_6766_10_2022-02-24 10:41:40_Healthy.png,/data/data_calves/konrad/mixed_10s_b0s/images/Healthy/image_837_10_6766_10_2022-02-24 10:41:40_Healthy.png,Healthy,6766,10,2022-02-24 10:41:40,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch10_main_20220224100009_20220224110009.mp4,0.92916906,1125.983,1020.47754,480.1927,508.78345,Healthy,885.8866499999999,1366.07935,766.0858149999999,1274.869265
image_1936_3_6382_10_2022-03-02 10:13:15_Pneumonie.png,/data/data_calves/konrad/mixed_10s_b0s/images/Pneumonie/image_1936_3_6382_10_2022-03-02 10:13:15_Pneumonie.png,Pneumonie,6382,10,2022-03-02 10:13:15,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch10_main_20220302100009_20220302110009.mp4,0.8503888,1255.5823,867.78064,547.3064,498.377,Illness,981.9291000000001,1529.2355,618.59214,1116.96914
image_2037_16_6393_10_2022-03-01 14:12:45_Pneumonie.png,/data/data_calves/konrad/mixed_10s_b0s/images/Pneumonie/image_2037_16_6393_10_2022-03-01 14:12:45_Pneumonie.png,Pneumonie,6393,10,2022-03-01 14:12:45,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch10_main_20220301140009_20220301150009.mp4,0.83538204,1151.5203,874.75275,485.96136,509.60022,Illness,908.5396199999999,1394.5009799999998,619.95264,1129.55286
image_3994_17_6836_9_2022-04-06 06:20:08_Diarrhé.png,/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé/image_3994_17_6836_9_2022-04-06 06:20:08_Diarrhé.png,Diarrhé,6836,9,2022-04-06 06:20:08,/data/public/heureux_2022-02-16_2022-04-16/2022-04-05-2022-04-10/N862A6_ch9_main_20220406060000_20220406070008.mp4,0.9167629,976.6875,937.40515,314.8255,409.3379,Illness,819.27475,1134.10025,732.7362,1142.0741
image_2134_6_6797_1_2022-02-28 06:39:34_Diarrhé.png,/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé/image_2134_6_6797_1_2022-02-28 06:39:34_Diarrhé.png,Diarrhé,6797,1,2022-02-28 06:39:34,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch1_main_20220228060000_20220228070000.mp4,0.8718056,1319.2119,1088.615,324.0912,379.0727,Illness,1157.1663,1481.2575,899.07865,1278.15135
"image_2194_1_6774_2_2022-02-28 17:04:44_Diarrhé, Pneumonie.png","/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé, Pneumonie/image_2194_1_6774_2_2022-02-28 17:04:44_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6774,2,2022-02-28 17:04:44,/data/public/heureux_2022-02-16_2022-04-16/2022-02-28-2022-03-05/N862A6_ch2_main_20220228170001_20220228180001.mp4,0.9052061,1431.2639,735.1354,427.88538,632.375,Illness,1217.3212099999998,1645.20659,418.9479,1051.3229000000001
image_479_19_6786_2_2022-02-25 14:07:34_Pneumonie.png,/data/data_calves/konrad/mixed_10s_b0s/images/Pneumonie/image_479_19_6786_2_2022-02-25 14:07:34_Pneumonie.png,Pneumonie,6786,2,2022-02-25 14:07:34,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch2_main_20220225140001_20220225150001.mp4,0.8496964,1231.9263,894.411,421.4109,716.83636,Illness,1021.22085,1442.63175,535.9928199999999,1252.82918
"image_577_8_6407_1_2022-02-25 12:49:32_Diarrhé, Pneumonie.png","/data/data_calves/konrad/mixed_10s_b0s/images/Diarrhé, Pneumonie/image_577_8_6407_1_2022-02-25 12:49:32_Diarrhé, Pneumonie.png","Diarrhé, Pneumonie",6407,1,2022-02-25 12:49:32,/data/public/heureux_2022-02-16_2022-04-16/2022-02-22-2022-02-27/N862A6_ch1_main_20220225120000_20220225130000.mp4,0.8918839,1377.085,1009.80994,229.06897,417.30975,Illness,1262.5505150000001,1491.619485,801.1550649999999,1218.464815
